b'doubleTwelveTaskFragmentReceived:_765702',b'3' 
b'doubleTwelveTaskFragmentReceived:_1006929',b'9' 
b'doubleTwelveTaskFragmentReceived:_449224',b'6' 
b'doubleTwelveTaskFragmentReceived:_358318',b'3' 
b'doubleTwelveTaskFragmentReceived:_954304',b'6' 
b'doubleTwelveTaskFragmentReceived:_577206',b'12' 
b'doubleTwelveTaskFragmentReceived:_876583',b'4' 
b'doubleTwelveTaskFragmentReceived:_616954',b'15' 
b'doubleTwelveTaskFragmentReceived:_7900',b'12' 
b'doubleTwelveTaskFragmentReceived:_641612',b'3' 
b'doubleTwelveTaskFragmentReceived:_1076965',b'2' 
b'doubleTwelveTaskFragmentReceived:_254645',b'8' 
b'doubleTwelveTaskFragmentReceived:_717820',b'6' 
b'doubleTwelveTaskFragmentReceived:_722203',b'3' 
b'doubleTwelveTaskFragmentReceived:_989393',b'3' 
b'doubleTwelveTaskFragmentReceived:_594093',b'2' 
b'doubleTwelveTaskFragmentReceived:_177678',b'4' 
b'doubleTwelveTaskFragmentReceived:_9871',b'7' 
b'doubleTwelveTaskFragmentReceived:_1034236',b'3' 
b'doubleTwelveTaskFragmentReceived:_604073',b'8' 
b'doubleTwelveTaskFragmentReceived:_1084525',b'2' 
b'doubleTwelveTaskFragmentReceived:_940595',b'11' 
b'doubleTwelveTaskFragmentReceived:_861015',b'3' 
b'doubleTwelveTaskFragmentReceived:_829584',b'9' 
b'doubleTwelveTaskFragmentReceived:_946095',b'3' 
b'doubleTwelveTaskFragmentReceived:_572185',b'3' 
b'doubleTwelveTaskFragmentReceived:_900849',b'6' 
b'doubleTwelveTaskFragmentReceived:_484349',b'3' 
b'doubleTwelveTaskFragmentReceived:_301545',b'6' 
b'doubleTwelveTaskFragmentReceived:_18868',b'6' 
b'doubleTwelveTaskFragmentReceived:_524016',b'17' 
b'doubleTwelveTaskFragmentReceived:_1073378',b'3' 
b'doubleTwelveTaskFragmentReceived:_384097',b'11' 
b'doubleTwelveTaskFragmentReceived:_521664',b'8' 
b'doubleTwelveTaskFragmentReceived:_987557',b'3' 
b'doubleTwelveTaskFragmentReceived:_2465',b'3' 
b'doubleTwelveTaskFragmentReceived:_474812',b'9' 
b'doubleTwelveTaskFragmentReceived:_800921',b'9' 
b'doubleTwelveTaskFragmentReceived:_656605',b'3' 
b'doubleTwelveTaskFragmentReceived:_269477',b'7' 
b'doubleTwelveTaskFragmentReceived:_279176',b'17' 
b'doubleTwelveTaskFragmentReceived:_533725',b'6' 
b'doubleTwelveTaskFragmentReceived:_908394',b'12' 
b'doubleTwelveTaskFragmentReceived:_845123',b'9' 
b'doubleTwelveTaskFragmentReceived:_250715',b'9' 
b'doubleTwelveTaskFragmentReceived:_698918',b'6' 
b'doubleTwelveTaskFragmentReceived:_731531',b'14' 
b'doubleTwelveTaskFragmentReceived:_441178',b'8' 
b'doubleTwelveTaskFragmentReceived:_684686',b'3' 
b'doubleTwelveTaskFragmentReceived:_457966',b'4' 
b'doubleTwelveTaskFragmentReceived:_1033344',b'6' 
b'doubleTwelveTaskFragmentReceived:_132540',b'18' 
b'doubleTwelveTaskFragmentReceived:_444361',b'5' 
b'doubleTwelveTaskFragmentReceived:_454503',b'14' 
b'doubleTwelveTaskFragmentReceived:_919308',b'3' 
b'doubleTwelveTaskFragmentReceived:_1071382',b'3' 
b'doubleTwelveTaskFragmentReceived:_240358',b'8' 
b'doubleTwelveTaskFragmentReceived:_567218',b'8' 
b'doubleTwelveTaskFragmentReceived:_67495',b'6' 
b'doubleTwelveTaskFragmentReceived:_600833',b'12' 
b'doubleTwelveTaskFragmentReceived:_1032947',b'3' 
b'doubleTwelveTaskFragmentReceived:_785234',b'6' 
b'doubleTwelveTaskFragmentReceived:_317796',b'3' 
b'doubleTwelveTaskFragmentReceived:_285219',b'3' 
b'doubleTwelveTaskFragmentReceived:_884786',b'3' 
b'doubleTwelveTaskFragmentReceived:_981916',b'3' 
b'doubleTwelveTaskFragmentReceived:_877484',b'17' 
b'doubleTwelveTaskFragmentReceived:_540711',b'3' 
b'doubleTwelveTaskFragmentReceived:_524301',b'3' 
b'doubleTwelveTaskFragmentReceived:_352308',b'3' 
b'doubleTwelveTaskFragmentReceived:_191417',b'17' 
b'doubleTwelveTaskFragmentReceived:_995006',b'6' 
b'doubleTwelveTaskFragmentReceived:_913878',b'7' 
b'doubleTwelveTaskFragmentReceived:_1056545',b'3' 
b'doubleTwelveTaskFragmentReceived:_126846',b'3' 
b'doubleTwelveTaskFragmentReceived:_690055',b'9' 
b'doubleTwelveTaskFragmentReceived:_856815',b'12' 
b'doubleTwelveTaskFragmentReceived:_733949',b'15' 
b'doubleTwelveTaskFragmentReceived:_45677',b'8' 
b'doubleTwelveTaskFragmentReceived:_105951',b'3' 
b'doubleTwelveTaskFragmentReceived:_997283',b'3' 
b'doubleTwelveTaskFragmentReceived:_1079800',b'6' 
b'doubleTwelveTaskFragmentReceived:_203216',b'14' 
b'doubleTwelveTaskFragmentReceived:_862293',b'3' 
b'doubleTwelveTaskFragmentReceived:_707391',b'6' 
b'doubleTwelveTaskFragmentReceived:_431710',b'3' 
b'doubleTwelveTaskFragmentReceived:_173197',b'6' 
b'doubleTwelveTaskFragmentReceived:_186246',b'8' 
b'doubleTwelveTaskFragmentReceived:_1045855',b'5' 
b'doubleTwelveTaskFragmentReceived:_171540',b'8' 
b'doubleTwelveTaskFragmentReceived:_318114',b'3' 
b'doubleTwelveTaskFragmentReceived:_929926',b'15' 
b'doubleTwelveTaskFragmentReceived:_602742',b'6' 
b'doubleTwelveTaskFragmentReceived:_942819',b'6' 
b'doubleTwelveTaskFragmentReceived:_239293',b'3' 
b'doubleTwelveTaskFragmentReceived:_943873',b'6' 
b'doubleTwelveTaskFragmentReceived:_704300',b'3' 
b'doubleTwelveTaskFragmentReceived:_746072',b'9' 
b'doubleTwelveTaskFragmentReceived:_897760',b'3' 
b'doubleTwelveTaskFragmentReceived:_345215',b'18' 
b'doubleTwelveTaskFragmentReceived:_150386',b'3' 
b'doubleTwelveTaskFragmentReceived:_109440',b'6' 
b'doubleTwelveTaskFragmentReceived:_121466',b'6' 
b'doubleTwelveTaskFragmentReceived:_720373',b'6' 
b'doubleTwelveTaskFragmentReceived:_386279',b'15' 
b'doubleTwelveTaskFragmentReceived:_705376',b'12' 
b'doubleTwelveTaskFragmentReceived:_1029977',b'6' 
b'doubleTwelveTaskFragmentReceived:_986197',b'2' 
b'doubleTwelveTaskFragmentReceived:_229453',b'12' 
b'doubleTwelveTaskFragmentReceived:_284523',b'3' 
b'doubleTwelveTaskFragmentReceived:_820112',b'5' 
b'doubleTwelveTaskFragmentReceived:_714945',b'15' 
b'doubleTwelveTaskFragmentReceived:_753744',b'3' 
b'doubleTwelveTaskFragmentReceived:_10126',b'5' 
b'doubleTwelveTaskFragmentReceived:_358998',b'7' 
b'doubleTwelveTaskFragmentReceived:_854927',b'6' 
b'doubleTwelveTaskFragmentReceived:_886467',b'3' 
b'doubleTwelveTaskFragmentReceived:_1068665',b'3' 
b'doubleTwelveTaskFragmentReceived:_234475',b'3' 
b'doubleTwelveTaskFragmentReceived:_968062',b'12' 
b'doubleTwelveTaskFragmentReceived:_800768',b'6' 
b'doubleTwelveTaskFragmentReceived:_651993',b'10' 
b'doubleTwelveTaskFragmentReceived:_2381',b'3' 
b'doubleTwelveTaskFragmentReceived:_1080831',b'6' 
b'doubleTwelveTaskFragmentReceived:_319633',b'11' 
b'doubleTwelveTaskFragmentReceived:_239003',b'19' 
b'doubleTwelveTaskFragmentReceived:_746827',b'2' 
b'doubleTwelveTaskFragmentReceived:_552066',b'9' 
b'doubleTwelveTaskFragmentReceived:_749180',b'6' 
b'doubleTwelveTaskFragmentReceived:_831446',b'15' 
b'doubleTwelveTaskFragmentReceived:_565828',b'6' 
b'doubleTwelveTaskFragmentReceived:_774206',b'2' 
b'doubleTwelveTaskFragmentReceived:_1041023',b'6' 
b'doubleTwelveTaskFragmentReceived:_611812',b'3' 
b'doubleTwelveTaskFragmentReceived:_202971',b'5' 
b'doubleTwelveTaskFragmentReceived:_597612',b'6' 
b'doubleTwelveTaskFragmentReceived:_823499',b'3' 
b'doubleTwelveTaskFragmentReceived:_11904',b'6' 
b'doubleTwelveTaskFragmentReceived:_150000',b'4' 
b'doubleTwelveTaskFragmentReceived:_922333',b'12' 
b'doubleTwelveTaskFragmentReceived:_997207',b'3' 
b'doubleTwelveTaskFragmentReceived:_856691',b'6' 
b'doubleTwelveTaskFragmentReceived:_590891',b'7' 
b'doubleTwelveTaskFragmentReceived:_810980',b'12' 
b'doubleTwelveTaskFragmentReceived:_850737',b'6' 
b'doubleTwelveTaskFragmentReceived:_583782',b'6' 
b'doubleTwelveTaskFragmentReceived:_999657',b'6' 
b'doubleTwelveTaskFragmentReceived:_713956',b'9' 
b'doubleTwelveTaskFragmentReceived:_763304',b'3' 
b'doubleTwelveTaskFragmentReceived:_811173',b'5' 
b'doubleTwelveTaskFragmentReceived:_167916',b'8' 
b'doubleTwelveTaskFragmentReceived:_203633',b'3' 
b'doubleTwelveTaskFragmentReceived:_430384',b'6' 
b'doubleTwelveTaskFragmentReceived:_744810',b'5' 
b'doubleTwelveTaskFragmentReceived:_893994',b'10' 
b'doubleTwelveTaskFragmentReceived:_720849',b'6' 
b'doubleTwelveTaskFragmentReceived:_680280',b'2' 
b'doubleTwelveTaskFragmentReceived:_825049',b'6' 
b'doubleTwelveTaskFragmentReceived:_467175',b'14' 
b'doubleTwelveTaskFragmentReceived:_503301',b'15' 
b'doubleTwelveTaskFragmentReceived:_1080620',b'3' 
b'doubleTwelveTaskFragmentReceived:_252555',b'6' 
b'doubleTwelveTaskFragmentReceived:_956956',b'3' 
b'doubleTwelveTaskFragmentReceived:_722136',b'5' 
b'doubleTwelveTaskFragmentReceived:_234360',b'5' 
b'doubleTwelveTaskFragmentReceived:_1087526',b'3' 
b'doubleTwelveTaskFragmentReceived:_924015',b'5' 
b'doubleTwelveTaskFragmentReceived:_1084056',b'3' 
b'doubleTwelveTaskFragmentReceived:_725679',b'5' 
b'doubleTwelveTaskFragmentReceived:_786895',b'18' 
b'doubleTwelveTaskFragmentReceived:_187435',b'2' 
b'doubleTwelveTaskFragmentReceived:_511129',b'3' 
b'doubleTwelveTaskFragmentReceived:_707552',b'3' 
b'doubleTwelveTaskFragmentReceived:_201377',b'5' 
b'doubleTwelveTaskFragmentReceived:_29231',b'10' 
b'doubleTwelveTaskFragmentReceived:_666770',b'6' 
b'doubleTwelveTaskFragmentReceived:_839627',b'5' 
b'doubleTwelveTaskFragmentReceived:_1024924',b'3' 
b'doubleTwelveTaskFragmentReceived:_809769',b'9' 
b'doubleTwelveTaskFragmentReceived:_155984',b'6' 
b'doubleTwelveTaskFragmentReceived:_935017',b'3' 
b'doubleTwelveTaskFragmentReceived:_45947',b'3' 
b'doubleTwelveTaskFragmentReceived:_765121',b'6' 
b'doubleTwelveTaskFragmentReceived:_270948',b'15' 
b'doubleTwelveTaskFragmentReceived:_10180',b'3' 
b'doubleTwelveTaskFragmentReceived:_541156',b'5' 
b'doubleTwelveTaskFragmentReceived:_254136',b'6' 
b'doubleTwelveTaskFragmentReceived:_976611',b'5' 
b'doubleTwelveTaskFragmentReceived:_178210',b'4' 
b'doubleTwelveTaskFragmentReceived:_89178',b'3' 
b'doubleTwelveTaskFragmentReceived:_23650',b'15' 
b'doubleTwelveTaskFragmentReceived:_747835',b'9' 
b'doubleTwelveTaskFragmentReceived:_731492',b'9' 
b'doubleTwelveTaskFragmentReceived:_265933',b'5' 
b'doubleTwelveTaskFragmentReceived:_1061725',b'3' 
b'doubleTwelveTaskFragmentReceived:_183069',b'3' 
b'doubleTwelveTaskFragmentReceived:_98928',b'6' 
b'doubleTwelveTaskFragmentReceived:_589404',b'2' 
b'doubleTwelveTaskFragmentReceived:_593204',b'4' 
b'doubleTwelveTaskFragmentReceived:_528121',b'6' 
b'doubleTwelveTaskFragmentReceived:_1009777',b'12' 
b'doubleTwelveTaskFragmentReceived:_539131',b'3' 
b'doubleTwelveTaskFragmentReceived:_718398',b'6' 
b'doubleTwelveTaskFragmentReceived:_656910',b'6' 
b'doubleTwelveTaskFragmentReceived:_171502',b'5' 
b'doubleTwelveTaskFragmentReceived:_687373',b'6' 
b'doubleTwelveTaskFragmentReceived:_453037',b'9' 
b'doubleTwelveTaskFragmentReceived:_944013',b'3' 
b'doubleTwelveTaskFragmentReceived:_935033',b'9' 
b'doubleTwelveTaskFragmentReceived:_652283',b'15' 
b'doubleTwelveTaskFragmentReceived:_503964',b'3' 
b'doubleTwelveTaskFragmentReceived:_125403',b'6' 
b'doubleTwelveTaskFragmentReceived:_583050',b'12' 
b'doubleTwelveTaskFragmentReceived:_69679',b'16' 
b'doubleTwelveTaskFragmentReceived:_908541',b'6' 
b'doubleTwelveTaskFragmentReceived:_629465',b'5' 
b'doubleTwelveTaskFragmentReceived:_1023301',b'3' 
b'doubleTwelveTaskFragmentReceived:_983916',b'3' 
b'doubleTwelveTaskFragmentReceived:_1039512',b'3' 
b'doubleTwelveTaskFragmentReceived:_174392',b'6' 
b'doubleTwelveTaskFragmentReceived:_918178',b'3' 
b'doubleTwelveTaskFragmentReceived:_286925',b'3' 
b'doubleTwelveTaskFragmentReceived:_1068548',b'6' 
b'doubleTwelveTaskFragmentReceived:_607440',b'3' 
b'doubleTwelveTaskFragmentReceived:_139209',b'4' 
b'doubleTwelveTaskFragmentReceived:_466444',b'3' 
b'doubleTwelveTaskFragmentReceived:_266828',b'15' 
b'doubleTwelveTaskFragmentReceived:_1023962',b'3' 
b'doubleTwelveTaskFragmentReceived:_835258',b'5' 
b'doubleTwelveTaskFragmentReceived:_1037711',b'3' 
b'doubleTwelveTaskFragmentReceived:_582176',b'15' 
b'doubleTwelveTaskFragmentReceived:_938254',b'4' 
b'doubleTwelveTaskFragmentReceived:_331789',b'6' 
b'doubleTwelveTaskFragmentReceived:_1047078',b'7' 
b'doubleTwelveTaskFragmentReceived:_1024051',b'5' 
b'doubleTwelveTaskFragmentReceived:_466961',b'4' 
b'doubleTwelveTaskFragmentReceived:_1023196',b'3' 
b'doubleTwelveTaskFragmentReceived:_1040426',b'8' 
b'doubleTwelveTaskFragmentReceived:_1078869',b'3' 
b'doubleTwelveTaskFragmentReceived:_515236',b'3' 
b'doubleTwelveTaskFragmentReceived:_453470',b'15' 
b'doubleTwelveTaskFragmentReceived:_211579',b'9' 
b'doubleTwelveTaskFragmentReceived:_861821',b'3' 
b'doubleTwelveTaskFragmentReceived:_866467',b'15' 
b'doubleTwelveTaskFragmentReceived:_1089436',b'3' 
b'doubleTwelveTaskFragmentReceived:_285925',b'2' 
b'doubleTwelveTaskFragmentReceived:_455457',b'6' 
b'doubleTwelveTaskFragmentReceived:_238846',b'6' 
b'doubleTwelveTaskFragmentReceived:_571417',b'2' 
b'doubleTwelveTaskFragmentReceived:_1058985',b'3' 
b'doubleTwelveTaskFragmentReceived:_197496',b'17' 
b'doubleTwelveTaskFragmentReceived:_509956',b'10' 
b'doubleTwelveTaskFragmentReceived:_941657',b'11' 
b'doubleTwelveTaskFragmentReceived:_16682',b'15' 
b'doubleTwelveTaskFragmentReceived:_719877',b'3' 
b'doubleTwelveTaskFragmentReceived:_346629',b'3' 
b'doubleTwelveTaskFragmentReceived:_786500',b'6' 
b'doubleTwelveTaskFragmentReceived:_442522',b'6' 
b'doubleTwelveTaskFragmentReceived:_170070',b'9' 
b'doubleTwelveTaskFragmentReceived:_674247',b'2' 
b'doubleTwelveTaskFragmentReceived:_695239',b'9' 
b'doubleTwelveTaskFragmentReceived:_1032501',b'3' 
b'doubleTwelveTaskFragmentReceived:_127245',b'11' 
b'doubleTwelveTaskFragmentReceived:_785154',b'12' 
b'doubleTwelveTaskFragmentReceived:_662273',b'9' 
b'doubleTwelveTaskFragmentReceived:_982443',b'3' 
b'doubleTwelveTaskFragmentReceived:_885542',b'3' 
b'doubleTwelveTaskFragmentReceived:_282435',b'8' 
b'doubleTwelveTaskFragmentReceived:_230785',b'15' 
b'doubleTwelveTaskFragmentReceived:_212396',b'5' 
b'doubleTwelveTaskFragmentReceived:_355815',b'12' 
b'doubleTwelveTaskFragmentReceived:_350654',b'9' 
b'doubleTwelveTaskFragmentReceived:_765629',b'3' 
b'doubleTwelveTaskFragmentReceived:_1001241',b'3' 
b'doubleTwelveTaskFragmentReceived:_384104',b'9' 
b'doubleTwelveTaskFragmentReceived:_188131',b'3' 
b'doubleTwelveTaskFragmentReceived:_1086077',b'3' 
b'doubleTwelveTaskFragmentReceived:_584052',b'6' 
b'doubleTwelveTaskFragmentReceived:_810869',b'12' 
b'doubleTwelveTaskFragmentReceived:_962349',b'3' 
b'doubleTwelveTaskFragmentReceived:_429194',b'3' 
b'doubleTwelveTaskFragmentReceived:_784958',b'6' 
b'doubleTwelveTaskFragmentReceived:_1022480',b'4' 
b'doubleTwelveTaskFragmentReceived:_35266',b'3' 
b'doubleTwelveTaskFragmentReceived:_593577',b'6' 
b'doubleTwelveTaskFragmentReceived:_284283',b'4' 
b'doubleTwelveTaskFragmentReceived:_956499',b'10' 
b'doubleTwelveTaskFragmentReceived:_613850',b'6' 
b'doubleTwelveTaskFragmentReceived:_1078124',b'3' 
b'doubleTwelveTaskFragmentReceived:_979246',b'3' 
b'doubleTwelveTaskFragmentReceived:_393998',b'6' 
b'doubleTwelveTaskFragmentReceived:_841771',b'2' 
b'doubleTwelveTaskFragmentReceived:_786956',b'3' 
b'doubleTwelveTaskFragmentReceived:_919064',b'4' 
b'doubleTwelveTaskFragmentReceived:_1043511',b'3' 
b'doubleTwelveTaskFragmentReceived:_241966',b'6' 
b'doubleTwelveTaskFragmentReceived:_86127',b'3' 
b'doubleTwelveTaskFragmentReceived:_736026',b'13' 
b'doubleTwelveTaskFragmentReceived:_1002055',b'3' 
b'doubleTwelveTaskFragmentReceived:_380211',b'13' 
b'doubleTwelveTaskFragmentReceived:_7821',b'6' 
b'doubleTwelveTaskFragmentReceived:_381684',b'17' 
b'doubleTwelveTaskFragmentReceived:_857235',b'5' 
b'doubleTwelveTaskFragmentReceived:_1010698',b'6' 
b'doubleTwelveTaskFragmentReceived:_703459',b'3' 
b'doubleTwelveTaskFragmentReceived:_252173',b'9' 
b'doubleTwelveTaskFragmentReceived:_497748',b'8' 
b'doubleTwelveTaskFragmentReceived:_13960',b'3' 
b'doubleTwelveTaskFragmentReceived:_803213',b'5' 
b'doubleTwelveTaskFragmentReceived:_588980',b'3' 
b'doubleTwelveTaskFragmentReceived:_506080',b'9' 
b'doubleTwelveTaskFragmentReceived:_767590',b'12' 
b'doubleTwelveTaskFragmentReceived:_165941',b'6' 
b'doubleTwelveTaskFragmentReceived:_598371',b'3' 
b'doubleTwelveTaskFragmentReceived:_782221',b'12' 
b'doubleTwelveTaskFragmentReceived:_1025195',b'8' 
b'doubleTwelveTaskFragmentReceived:_1003884',b'3' 
b'doubleTwelveTaskFragmentReceived:_495033',b'3' 
b'doubleTwelveTaskFragmentReceived:_518275',b'3' 
b'doubleTwelveTaskFragmentReceived:_765990',b'14' 
b'doubleTwelveTaskFragmentReceived:_1020782',b'2' 
b'doubleTwelveTaskFragmentReceived:_669837',b'14' 
b'doubleTwelveTaskFragmentReceived:_269955',b'6' 
b'doubleTwelveTaskFragmentReceived:_619003',b'3' 
b'doubleTwelveTaskFragmentReceived:_991988',b'9' 
b'doubleTwelveTaskFragmentReceived:_67791',b'4' 
b'doubleTwelveTaskFragmentReceived:_1076751',b'6' 
b'doubleTwelveTaskFragmentReceived:_472285',b'3' 
b'doubleTwelveTaskFragmentReceived:_864969',b'5' 
b'doubleTwelveTaskFragmentReceived:_461766',b'3' 
b'doubleTwelveTaskFragmentReceived:_757789',b'12' 
b'doubleTwelveTaskFragmentReceived:_328867',b'4' 
b'doubleTwelveTaskFragmentReceived:_241360',b'3' 
b'doubleTwelveTaskFragmentReceived:_808384',b'9' 
b'doubleTwelveTaskFragmentReceived:_727506',b'6' 
b'doubleTwelveTaskFragmentReceived:_598728',b'12' 
b'doubleTwelveTaskFragmentReceived:_173034',b'5' 
b'doubleTwelveTaskFragmentReceived:_193228',b'3' 
b'doubleTwelveTaskFragmentReceived:_941044',b'13' 
b'doubleTwelveTaskFragmentReceived:_263177',b'6' 
b'doubleTwelveTaskFragmentReceived:_631249',b'6' 
b'doubleTwelveTaskFragmentReceived:_81768',b'9' 
b'doubleTwelveTaskFragmentReceived:_1019363',b'3' 
b'doubleTwelveTaskFragmentReceived:_946114',b'15' 
b'doubleTwelveTaskFragmentReceived:_992297',b'5' 
b'doubleTwelveTaskFragmentReceived:_342947',b'8' 
b'doubleTwelveTaskFragmentReceived:_291373',b'10' 
b'doubleTwelveTaskFragmentReceived:_484625',b'3' 
b'doubleTwelveTaskFragmentReceived:_144318',b'5' 
b'doubleTwelveTaskFragmentReceived:_386051',b'14' 
b'doubleTwelveTaskFragmentReceived:_886609',b'15' 
b'doubleTwelveTaskFragmentReceived:_811046',b'18' 
b'doubleTwelveTaskFragmentReceived:_186413',b'9' 
b'doubleTwelveTaskFragmentReceived:_783104',b'6' 
b'doubleTwelveTaskFragmentReceived:_102751',b'5' 
b'doubleTwelveTaskFragmentReceived:_630971',b'3' 
b'doubleTwelveTaskFragmentReceived:_835052',b'6' 
b'doubleTwelveTaskFragmentReceived:_60795',b'3' 
b'doubleTwelveTaskFragmentReceived:_864825',b'8' 
b'doubleTwelveTaskFragmentReceived:_7251',b'3' 
b'doubleTwelveTaskFragmentReceived:_799139',b'8' 
b'doubleTwelveTaskFragmentReceived:_878374',b'6' 
b'doubleTwelveTaskFragmentReceived:_207368',b'4' 
b'doubleTwelveTaskFragmentReceived:_518868',b'6' 
b'doubleTwelveTaskFragmentReceived:_1075796',b'3' 
b'doubleTwelveTaskFragmentReceived:_1070762',b'6' 
b'doubleTwelveTaskFragmentReceived:_656490',b'17' 
b'doubleTwelveTaskFragmentReceived:_314462',b'3' 
b'doubleTwelveTaskFragmentReceived:_949446',b'5' 
b'doubleTwelveTaskFragmentReceived:_918150',b'9' 
b'doubleTwelveTaskFragmentReceived:_720765',b'7' 
b'doubleTwelveTaskFragmentReceived:_30375',b'3' 
b'doubleTwelveTaskFragmentReceived:_706659',b'3' 
b'doubleTwelveTaskFragmentReceived:_1003093',b'3' 
b'doubleTwelveTaskFragmentReceived:_775324',b'3' 
b'doubleTwelveTaskFragmentReceived:_1084038',b'6' 
b'doubleTwelveTaskFragmentReceived:_657825',b'3' 
b'doubleTwelveTaskFragmentReceived:_836690',b'15' 
b'doubleTwelveTaskFragmentReceived:_269860',b'6' 
b'doubleTwelveTaskFragmentReceived:_594721',b'6' 
b'doubleTwelveTaskFragmentReceived:_320660',b'6' 
b'doubleTwelveTaskFragmentReceived:_790392',b'15' 
b'doubleTwelveTaskFragmentReceived:_568523',b'17' 
b'doubleTwelveTaskFragmentReceived:_9855',b'15' 
b'doubleTwelveTaskFragmentReceived:_150054',b'3' 
b'doubleTwelveTaskFragmentReceived:_980427',b'3' 
b'doubleTwelveTaskFragmentReceived:_723988',b'3' 
b'doubleTwelveTaskFragmentReceived:_271705',b'15' 
b'doubleTwelveTaskFragmentReceived:_874680',b'15' 
b'doubleTwelveTaskFragmentReceived:_1065082',b'6' 
b'doubleTwelveTaskFragmentReceived:_190932',b'11' 
b'doubleTwelveTaskFragmentReceived:_65761',b'7' 
b'doubleTwelveTaskFragmentReceived:_1032406',b'6' 
b'doubleTwelveTaskFragmentReceived:_1067310',b'3' 
b'doubleTwelveTaskFragmentReceived:_833409',b'6' 
b'doubleTwelveTaskFragmentReceived:_121709',b'3' 
b'doubleTwelveTaskFragmentReceived:_788396',b'10' 
b'doubleTwelveTaskFragmentReceived:_581326',b'9' 
b'doubleTwelveTaskFragmentReceived:_713837',b'6' 
b'doubleTwelveTaskFragmentReceived:_171215',b'5' 
b'doubleTwelveTaskFragmentReceived:_616374',b'6' 
b'doubleTwelveTaskFragmentReceived:_598525',b'14' 
b'doubleTwelveTaskFragmentReceived:_686643',b'6' 
b'doubleTwelveTaskFragmentReceived:_828120',b'12' 
b'doubleTwelveTaskFragmentReceived:_846873',b'16' 
b'doubleTwelveTaskFragmentReceived:_624276',b'13' 
b'doubleTwelveTaskFragmentReceived:_519469',b'3' 
b'doubleTwelveTaskFragmentReceived:_1059638',b'3' 
b'doubleTwelveTaskFragmentReceived:_331590',b'3' 
b'doubleTwelveTaskFragmentReceived:_134482',b'9' 
b'doubleTwelveTaskFragmentReceived:_814476',b'3' 
b'doubleTwelveTaskFragmentReceived:_281605',b'13' 
b'doubleTwelveTaskFragmentReceived:_562452',b'12' 
b'doubleTwelveTaskFragmentReceived:_175168',b'9' 
b'doubleTwelveTaskFragmentReceived:_314225',b'9' 
b'doubleTwelveTaskFragmentReceived:_960028',b'9' 
b'doubleTwelveTaskFragmentReceived:_161406',b'3' 
b'doubleTwelveTaskFragmentReceived:_444691',b'5' 
b'doubleTwelveTaskFragmentReceived:_211129',b'3' 
b'doubleTwelveTaskFragmentReceived:_2626',b'5' 
b'doubleTwelveTaskFragmentReceived:_938544',b'11' 
b'doubleTwelveTaskFragmentReceived:_446108',b'6' 
b'doubleTwelveTaskFragmentReceived:_232819',b'15' 
b'doubleTwelveTaskFragmentReceived:_131954',b'15' 
b'doubleTwelveTaskFragmentReceived:_911727',b'6' 
b'doubleTwelveTaskFragmentReceived:_523341',b'3' 
b'doubleTwelveTaskFragmentReceived:_649482',b'3' 
b'doubleTwelveTaskFragmentReceived:_948492',b'12' 
b'doubleTwelveTaskFragmentReceived:_204557',b'3' 
b'doubleTwelveTaskFragmentReceived:_482932',b'12' 
b'doubleTwelveTaskFragmentReceived:_601746',b'6' 
b'doubleTwelveTaskFragmentReceived:_907699',b'3' 
b'doubleTwelveTaskFragmentReceived:_864566',b'12' 
